p,n,e,z,d
62621,13717471.73,2366802.246,437.0119,
62622,13717444.13,2366802.246,436.7465,
62623,13717416.53,2366802.246,436.0941,
62624,13717388.63,2366802.246,435.9999,
62625,13717361.03,2366802.246,435.9995,
62626,13717333.43,2366802.246,435.4403,
62627,13717305.83,2366802.246,435.1319,
62628,13717278.23,2366802.246,435,
62629,13717250.66,2366802.246,435,
62630,13717222.74,2366802.246,433.851,
58986,13717182.74,2366802.246,433.2605,
58987,13717155.14,2366802.246,433,
58988,13717127.54,2366802.246,432.9998,
58989,13717099.94,2366802.246,432.9997,
58990,13717072.34,2366802.246,431.9963,
58991,13717044.74,2366802.246,431.5356,
58992,13717017.14,2366802.246,431.0007,
58993,13716989.54,2366802.246,430.9997,
58994,13716961.65,2366802.246,431,
58995,13716934.05,2366802.246,430.7269,
58996,13716906.45,2366802.246,430.4343,
58997,13716878.85,2366802.246,430.0738,
58998,13716851.25,2366802.246,430.0001,
58999,13716823.67,2366802.246,430,
59000,13716795.76,2366802.246,429.9999,
60955,13716782.76,2366802.246,429.9998,
60956,13716755.16,2366802.246,429.9804,
60957,13716727.56,2366802.246,429.9999,
60958,13716699.96,2366802.246,429.9991,
60959,13716672.36,2366802.246,430,
60960,13716644.76,2366802.246,430,
60961,13716617.16,2366802.246,429.9994,
60962,13716589.56,2366802.246,429.9983,
60963,13716561.66,2366802.246,429.9978,
60964,13716534.06,2366802.246,429.9992,
60965,13716506.46,2366802.246,429.999,
60966,13716478.86,2366802.246,429.9995,
60967,13716451.26,2366802.246,429.9998,
60968,13716423.69,2366802.246,430,
60969,13716395.77,2366802.246,430.987,
59930,13716355.77,2366802.246,431.0152,
59931,13716328.17,2366802.246,431.4938,
59932,13716300.57,2366802.246,433.1432,
59933,13716272.97,2366802.246,433.9936,
59934,13716245.37,2366802.246,433.9969,
59935,13716217.77,2366802.246,433.9954,
59936,13716190.17,2366802.246,433.4832,
59937,13716162.57,2366802.246,433.8104,
59938,13716134.68,2366802.246,434,
59939,13716107.08,2366802.246,434.4531,
59940,13716079.48,2366802.246,435.0514,
59941,13716051.88,2366802.246,435.8363,
59942,13716024.28,2366802.246,436.0132,
59943,13715996.7,2366802.246,436,
59944,13715968.78,2366802.246,436.1621,
59101,13715955.78,2366802.246,436.4485,
59102,13715928.18,2366802.246,437.0006,
59103,13715900.58,2366802.246,437.5967,
59104,13715872.98,2366802.246,437.953,
59105,13715845.38,2366802.246,437.5976,
59106,13715817.78,2366802.246,437.3236,
59107,13715790.18,2366802.246,437.6151,
59108,13715762.58,2366802.246,437.858,
59109,13715734.69,2366802.246,437.3214,
59110,13715707.09,2366802.246,437.0244,
59111,13715679.49,2366802.246,437.002,
59112,13715651.89,2366802.246,437.0004,
59113,13715624.29,2366802.246,437,
59114,13715596.72,2366802.246,436.9877,
59115,13715568.8,2366802.246,437,
74997,13715528.8,2366802.246,436.7632,
74998,13715501.2,2366802.246,436.7431,
74999,13715473.6,2366802.246,436.4523,
75000,13715446,2366802.246,436,
75001,13715418.4,2366802.246,436,
75002,13715390.8,2366802.246,436,
75003,13715363.2,2366802.246,436,
75004,13715335.6,2366802.246,436,
75005,13715307.7,2366802.246,436,
75006,13715280.1,2366802.246,435.9021,
75007,13715252.5,2366802.246,435.7187,
75008,13715224.9,2366802.246,435.4068,
75009,13715197.3,2366802.246,435,
75010,13715169.73,2366802.246,435,
75011,13715141.81,2366802.246,434.8693,
52101,13713875.08,2366802.246,422.2854,
52102,13713847.48,2366802.246,421.9493,
52103,13713819.88,2366802.246,421.335,
52104,13713792.28,2366802.246,421.0115,
52105,13713764.68,2366802.246,420.5047,
52106,13713737.08,2366802.246,419.997,
52107,13713709.48,2366802.246,419.4061,
52108,13713681.88,2366802.246,418.9695,
52019,13713653.99,2366802.246,418.5134,
52020,13713626.39,2366802.246,417.9866,
52021,13713598.79,2366802.246,417.4689,
52022,13713571.19,2366802.246,416.9972,
52023,13713543.59,2366802.246,416.9,
52024,13713516.01,2366802.246,416.2468,
52025,13713488.09,2366802.246,416.0189,
47305,13713475.09,2366802.246,415.8748,
47306,13713447.49,2366802.246,415.6487,
47307,13713419.89,2366802.246,414.4069,
47308,13713392.29,2366802.246,412.4589,
47309,13713364.69,2366802.246,411.5409,
47310,13713337.09,2366802.246,413.576,
47311,13713309.49,2366802.246,413.0458,
47312,13713281.89,2366802.246,413.0092,
47313,13713254,2366802.246,412.9933,
47224,13713226.4,2366802.246,412.3184,
47225,13713198.8,2366802.246,411.431,
47226,13713171.2,2366802.246,411.4307,
47227,13713143.6,2366802.246,411.0026,
47228,13713116.03,2366802.246,411.0028,
47229,13713088.11,2366802.246,411.2164,
68177,13713048.11,2366802.246,411.5929,
68178,13713020.51,2366802.246,411.4214,
68179,13712992.91,2366802.246,411.3675,
68180,13712965.31,2366802.246,411.4836,
68181,13712937.71,2366802.246,411.0152,
68182,13712910.11,2366802.246,411.7003,
68183,13712882.51,2366802.246,411.1036,
68184,13712854.91,2366802.246,411.4465,
68185,13712827.02,2366802.246,411.0049,
68186,13712799.42,2366802.246,411.1989,
68187,13712771.82,2366802.246,411.0105,
68188,13712744.22,2366802.246,411.039,
68189,13712716.62,2366802.246,411,
68190,13712689.04,2366802.246,411.1004,
68191,13712661.12,2366802.246,411.3206,
48246,13715129.04,2366812.175,434.6775,
48247,13715101.44,2366812.175,434.2373,
48248,13715073.84,2366812.175,434.1171,
48249,13715046.24,2366812.175,434.348,
48250,13715018.64,2366812.175,434.4285,
48251,13714991.04,2366812.175,434.1257,
48252,13714963.44,2366812.175,434,
48253,13714935.84,2366812.175,433.8743,
48254,13714907.95,2366812.175,433.5529,
48255,13714880.35,2366812.175,433.2463,
48256,13714852.75,2366812.175,433.2044,
48257,13714825.15,2366812.175,433.0367,
48258,13714797.55,2366812.175,433.0001,
48259,13714769.97,2366812.175,433.0008,
48260,13714742.05,2366812.175,432.6495,
52874,13718436.7,2366824.162,443.5192,
52875,13718409.1,2366824.162,443.8331,
52876,13718381.5,2366824.162,443.6048,
52877,13718353.9,2366824.162,443.0061,
52878,13718326.3,2366824.162,443.0007,
52879,13718298.7,2366824.162,443,
52880,13718271.1,2366824.162,443,
52881,13718243.5,2366824.162,443,
52882,13718215.61,2366824.162,442.8013,
52883,13718188.01,2366824.162,442.5784,
52884,13718160.41,2366824.162,442.3564,
52885,13718132.81,2366824.162,442.1132,
52886,13718105.21,2366824.162,442,
52887,13718077.63,2366824.162,442,
52888,13718049.71,2366824.162,442,
53140,13718009.71,2366824.162,442,
53141,13717982.11,2366824.162,442,
53142,13717954.51,2366824.162,442,
53143,13717926.91,2366824.162,442,
53144,13717899.31,2366824.162,441.94,
53145,13717871.71,2366824.162,441,
53146,13717844.11,2366824.162,441,
53147,13717816.51,2366824.162,441,
53148,13717788.62,2366824.162,441,
53149,13717761.02,2366824.162,440.553,
53150,13717733.42,2366824.162,440.0982,
53151,13717705.82,2366824.162,440,
53152,13717678.22,2366824.162,439.9966,
53153,13717650.65,2366824.162,439.467,
53154,13717622.73,2366824.162,439.029,
62601,13717609.73,2366824.162,438.9914,
62602,13717582.13,2366824.162,438.8423,
62603,13717554.53,2366824.162,438.1074,
62604,13717526.93,2366824.162,437.9579,
62605,13717499.33,2366824.162,436.9952,
62606,13717471.73,2366824.162,436.3786,
62607,13717444.13,2366824.162,435.9955,
62608,13717416.53,2366824.162,436.0014,
62609,13717388.63,2366824.162,435.6664,
62610,13717361.03,2366824.162,435.4739,
62611,13717333.43,2366824.162,435.0786,
62612,13717305.83,2366824.162,435,
62613,13717278.23,2366824.162,435,
62614,13717250.66,2366824.162,434.2906,
62615,13717222.74,2366824.162,433.7539,
59001,13717182.74,2366824.162,433,
59002,13717155.14,2366824.162,433,
59003,13717127.54,2366824.162,432.9999,
59004,13717099.94,2366824.162,432.6132,
59005,13717072.34,2366824.162,431.6888,
59006,13717044.74,2366824.162,431.2422,
59007,13717017.14,2366824.162,431.0002,
59008,13716989.54,2366824.162,430.9986,
59009,13716961.65,2366824.162,430.9447,
59010,13716934.05,2366824.162,430.4884,
59011,13716906.45,2366824.162,430.2083,
59012,13716878.85,2366824.162,430,
59013,13716851.25,2366824.162,430,
59014,13716823.67,2366824.162,429.9972,
59015,13716795.76,2366824.162,429.8883,
60940,13716782.76,2366824.162,429.8501,
60941,13716755.16,2366824.162,429.766,
60942,13716727.56,2366824.162,429.7518,
60943,13716699.96,2366824.162,429.7829,
60944,13716672.36,2366824.162,429.747,
60945,13716644.76,2366824.162,429.9993,
60946,13716617.16,2366824.162,429.9958,
60947,13716589.56,2366824.162,429.9938,
60948,13716561.66,2366824.162,429.9561,
60949,13716534.06,2366824.162,429.9058,
60950,13716506.46,2366824.162,429.9992,
60951,13716478.86,2366824.162,429.9992,
60952,13716451.26,2366824.162,429.9995,
60953,13716423.69,2366824.162,430,
60954,13716395.77,2366824.162,430.035,
60025,13716355.77,2366824.162,430.9882,
60026,13716328.17,2366824.162,431.7035,
60027,13716300.57,2366824.162,433.078,
60028,13716272.97,2366824.162,433.0398,
60029,13716245.37,2366824.162,433.758,
60030,13716217.77,2366824.162,433.9976,
60031,13716190.17,2366824.162,433.9968,
60032,13716162.57,2366824.162,434.9747,
60033,13716134.68,2366824.162,434,
60034,13716107.08,2366824.162,434.6895,
60035,13716079.48,2366824.162,435.0031,
60036,13716051.88,2366824.162,436.0027,
60037,13716024.28,2366824.162,435.9998,
60038,13715996.7,2366824.162,435.9999,
60039,13715968.78,2366824.162,436.3491,
59086,13715955.78,2366824.162,436.6783,
59087,13715928.18,2366824.162,437.1277,
59088,13715900.58,2366824.162,437.6883,
59089,13715872.98,2366824.162,437.7531,
59090,13715845.38,2366824.162,437.9771,
59091,13715817.78,2366824.162,437.8382,
59092,13715790.18,2366824.162,437.6193,
59093,13715762.58,2366824.162,437.6385,
59094,13715734.69,2366824.162,437.2141,
59095,13715707.09,2366824.162,437.0264,
59096,13715679.49,2366824.162,437.0191,
59097,13715651.89,2366824.162,437.0006,
59098,13715624.29,2366824.162,437.0001,
59099,13715596.72,2366824.162,437,
59100,13715568.8,2366824.162,436.9997,
75012,13715528.8,2366824.162,437,
75013,13715501.2,2366824.162,436.8717,
75014,13715473.6,2366824.162,436.5172,
75015,13715446,2366824.162,436.0001,
75016,13715418.4,2366824.162,436,
75017,13715390.8,2366824.162,436,
75018,13715363.2,2366824.162,436,
75019,13715335.6,2366824.162,435.9999,
75020,13715307.7,2366824.162,436,
75021,13715280.1,2366824.162,435.2144,
75022,13715252.5,2366824.162,435.25,
75023,13715224.9,2366824.162,435.0519,
75024,13715197.3,2366824.162,435,
75025,13715169.73,2366824.162,435,
75026,13715141.81,2366824.162,434.9825,
52086,13713875.08,2366824.162,422.6676,
52087,13713847.48,2366824.162,422.1309,
52088,13713819.88,2366824.162,421.4659,
52089,13713792.28,2366824.162,420.9927,
52090,13713764.68,2366824.162,420.5817,
52091,13713737.08,2366824.162,420.0149,
52092,13713709.48,2366824.162,419.6049,
52093,13713681.88,2366824.162,419.0061,
52094,13713653.99,2366824.162,418.648,
52095,13713626.39,2366824.162,418.0327,
52096,13713598.79,2366824.162,417.7931,
52097,13713571.19,2366824.162,417.0313,
52098,13713543.59,2366824.162,416.8859,
52099,13713516.01,2366824.162,416.4653,
52100,13713488.09,2366824.162,416.0271,
47230,13713475.09,2366824.162,415.9996,
47231,13713447.49,2366824.162,415.7063,
47232,13713419.89,2366824.162,415.0508,
47233,13713392.29,2366824.162,410.2554,
47234,13713364.69,2366824.162,411.6192,
47235,13713337.09,2366824.162,413.0006,
47236,13713309.49,2366824.162,413.0251,
47237,13713281.89,2366824.162,413,
47238,13713254,2366824.162,412.8317,
47239,13713226.4,2366824.162,412.4132,
47240,13713198.8,2366824.162,411.8075,
47241,13713171.2,2366824.162,410.9989,
47242,13713143.6,2366824.162,411.0006,
47243,13713116.03,2366824.162,411.0001,
47244,13713088.11,2366824.162,411.0939,
68192,13713048.11,2366824.162,411.3611,
68193,13713020.51,2366824.162,411.2955,
68194,13712992.91,2366824.162,411.3371,
68195,13712965.31,2366824.162,411.2231,
68196,13712937.71,2366824.162,411.0038,
68197,13712910.11,2366824.162,411.3807,
68198,13712882.51,2366824.162,411.0498,
68199,13712854.91,2366824.162,411.1717,
68200,13712827.02,2366824.162,411.0049,
68201,13712799.42,2366824.162,410.6645,
68202,13712771.82,2366824.162,410.6094,
68203,13712744.22,2366824.162,410.4834,
68204,13712716.62,2366824.162,410.702,
68205,13712689.04,2366824.162,411.0182,
68206,13712661.12,2366824.162,411.002,
75817,13715129.04,2366834.091,434.8724,
75818,13715101.44,2366834.091,434.6462,
75819,13715073.84,2366834.091,434.7407,
75820,13715046.24,2366834.091,434.3342,
75821,13715018.64,2366834.091,434,
75822,13714991.04,2366834.091,434.2465,
75823,13714963.44,2366834.091,434.8046,
75824,13714935.84,2366834.091,434.0573,
75825,13714907.95,2366834.091,433.8624,
75826,13714880.35,2366834.091,433.6113,
75827,13714852.75,2366834.091,433.5319,
75828,13714825.15,2366834.091,433.3552,
75829,13714797.55,2366834.091,433.2183,
75830,13714769.97,2366834.091,433.006,
75831,13714742.05,2366834.091,432.8911,
52889,13718436.7,2366846.078,443.5014,
52890,13718409.1,2366846.078,443.8877,
52891,13718381.5,2366846.078,443.7357,
52892,13718353.9,2366846.078,443.0086,
52893,13718326.3,2366846.078,443.0034,
52894,13718298.7,2366846.078,443.0014,
52895,13718271.1,2366846.078,443,
52896,13718243.5,2366846.078,443,
52897,13718215.61,2366846.078,442.8709,
52898,13718188.01,2366846.078,442.6489,
52899,13718160.41,2366846.078,442.3893,
52900,13718132.81,2366846.078,442.2103,
52901,13718105.21,2366846.078,442,
52902,13718077.63,2366846.078,442.0043,
52903,13718049.71,2366846.078,442,
53155,13718009.71,2366846.078,442,
53156,13717982.11,2366846.078,442,
53157,13717954.51,2366846.078,441.8581,
53158,13717926.91,2366846.078,441.7912,
53159,13717899.31,2366846.078,442,
53160,13717871.71,2366846.078,441,
53161,13717844.11,2366846.078,441,
53162,13717816.51,2366846.078,441,
53163,13717788.62,2366846.078,440.4857,
53164,13717761.02,2366846.078,440.2565,
53165,13717733.42,2366846.078,440,
53166,13717705.82,2366846.078,439.9935,
53167,13717678.22,2366846.078,439.889,
53168,13717650.65,2366846.078,439.2824,
53169,13717622.73,2366846.078,438.9991,
62586,13717609.73,2366846.078,439,
62587,13717582.13,2366846.078,438.4113,
62588,13717554.53,2366846.078,437.9637,
62589,13717526.93,2366846.078,437.3644,
62590,13717499.33,2366846.078,436.7204,
62591,13717471.73,2366846.078,436.0038,
62592,13717444.13,2366846.078,435.9486,
62593,13717416.53,2366846.078,435.9876,
62594,13717388.63,2366846.078,435.0852,
62595,13717361.03,2366846.078,434.9888,
62596,13717333.43,2366846.078,434.9777,
62597,13717305.83,2366846.078,434.7277,
62598,13717278.23,2366846.078,434.8396,
62599,13717250.66,2366846.078,434.0049,
62600,13717222.74,2366846.078,433.5116,
59016,13717182.74,2366846.078,433,
59017,13717155.14,2366846.078,433,
59018,13717127.54,2366846.078,432.9999,
59019,13717099.94,2366846.078,432.0217,
59020,13717072.34,2366846.078,431.4732,
59021,13717044.74,2366846.078,431,
59022,13717017.14,2366846.078,431,
59023,13716989.54,2366846.078,430.9998,
59024,13716961.65,2366846.078,430.8086,
59025,13716934.05,2366846.078,430.323,
59026,13716906.45,2366846.078,430.0021,
59027,13716878.85,2366846.078,430,
59028,13716851.25,2366846.078,430,
59029,13716823.67,2366846.078,429.8689,
59030,13716795.76,2366846.078,429.6729,
60925,13716782.76,2366846.078,429.6168,
60926,13716755.16,2366846.078,429.5298,
60927,13716727.56,2366846.078,429.5131,
60928,13716699.96,2366846.078,429.4771,
60929,13716672.36,2366846.078,429.6606,
60930,13716644.76,2366846.078,429.9897,
60931,13716617.16,2366846.078,429.988,
60932,13716589.56,2366846.078,429.8637,
60933,13716561.66,2366846.078,429.7641,
60934,13716534.06,2366846.078,429.7099,
60935,13716506.46,2366846.078,429.8955,
60936,13716478.86,2366846.078,429.9996,
60937,13716451.26,2366846.078,430,
60938,13716423.69,2366846.078,430,
60939,13716395.77,2366846.078,430.6727,
60040,13716355.77,2366846.078,430.9991,
60041,13716328.17,2366846.078,431.9208,
60042,13716300.57,2366846.078,433.331,
60043,13716272.97,2366846.078,433.0012,
60044,13716245.37,2366846.078,433.0972,
60045,13716217.77,2366846.078,433.999,
60046,13716190.17,2366846.078,433.9997,
60047,13716162.57,2366846.078,435,
60048,13716134.68,2366846.078,434.1197,
60049,13716107.08,2366846.078,434.9133,
60050,13716079.48,2366846.078,435.219,
60051,13716051.88,2366846.078,435.9993,
60052,13716024.28,2366846.078,435.9998,
60053,13715996.7,2366846.078,436,
60054,13715968.78,2366846.078,436.6669,
59071,13715955.78,2366846.078,437.0002,
59072,13715928.18,2366846.078,437.0719,
59073,13715900.58,2366846.078,437.3171,
59074,13715872.98,2366846.078,437.3754,
59075,13715845.38,2366846.078,437.5042,
59076,13715817.78,2366846.078,437.4614,
59077,13715790.18,2366846.078,437.2171,
59078,13715762.58,2366846.078,437.1162,
59079,13715734.69,2366846.078,437,
59080,13715707.09,2366846.078,437,
59081,13715679.49,2366846.078,437,
59082,13715651.89,2366846.078,437.0006,
59083,13715624.29,2366846.078,437.0002,
59084,13715596.72,2366846.078,437,
59085,13715568.8,2366846.078,437,
75027,13715528.8,2366846.078,436.8755,
75028,13715501.2,2366846.078,436.5564,
75029,13715473.6,2366846.078,436.2928,
75030,13715446,2366846.078,436.0001,
75031,13715418.4,2366846.078,436,
75032,13715390.8,2366846.078,436,
75033,13715363.2,2366846.078,436,
75034,13715335.6,2366846.078,435.9999,
75035,13715307.7,2366846.078,435.9997,
75036,13715280.1,2366846.078,435.6863,
75037,13715252.5,2366846.078,435.0551,
75038,13715224.9,2366846.078,435,
75039,13715197.3,2366846.078,435,
75040,13715169.73,2366846.078,435.0017,
75041,13715141.81,2366846.078,435,
52071,13713875.08,2366846.078,422.4963,
52072,13713847.48,2366846.078,422.0694,
52073,13713819.88,2366846.078,421.6066,
52074,13713792.28,2366846.078,421.0697,
52075,13713764.68,2366846.078,420.5927,
52076,13713737.08,2366846.078,420.0008,
52077,13713709.48,2366846.078,419.5827,
52078,13713681.88,2366846.078,419.0156,
52079,13713653.99,2366846.078,418.645,
52080,13713626.39,2366846.078,418.0361,
52081,13713598.79,2366846.078,417.8172,
52082,13713571.19,2366846.078,417.1527,
52083,13713543.59,2366846.078,417.0001,
52084,13713516.01,2366846.078,416.4968,
52085,13713488.09,2366846.078,416.0081,
47245,13713475.09,2366846.078,416.0039,
47246,13713447.49,2366846.078,415.8283,
47247,13713419.89,2366846.078,415.4043,
47248,13713392.29,2366846.078,408.9968,
47249,13713364.69,2366846.078,411.7378,
47250,13713337.09,2366846.078,412.994,
47251,13713309.49,2366846.078,412.889,
47252,13713281.89,2366846.078,412.6963,
47253,13713254,2366846.078,412.5782,
47254,13713226.4,2366846.078,412.1761,
47255,13713198.8,2366846.078,411.8853,
47256,13713171.2,2366846.078,411.0998,
47257,13713143.6,2366846.078,410.9876,
47258,13713116.03,2366846.078,411.0016,
47259,13713088.11,2366846.078,411.0248,
68207,13713048.11,2366846.078,411.1293,
68208,13713020.51,2366846.078,411.1168,
